src_word,desc,src_alt
Allerbarmer ,семилостив,
Allerbeste ,најдоброто,
Allergie ,алергија, 
Allergiker ,алергичар,
Allerheiligen ,Слава на сите светци, 
Allerheiligenfest ,слава на сите светци, 
Allerheiligste ,најсвето,
Allerhöchste ,највисокиот,
Allerlei ,турли-тава, 
Allermindeste ,најмалку,
Allerneueste ,најново,
Allernötigste ,најпотребно,
Allerseelen ,сите души,
Allerseelentag ,Ден на сите души,
Allesbesserwiser ,1. сезнајко <br/><br/> 2. мудрец,
Allesfresser ,1. сештојадач <br/><br/> 2. омнивор,
Alleskleber ,лепак за сите материјали,
Allgemeinbefinden ,(општа состојба) <br/> &emsp; <i>Allgemeinbefinden des Kranken ≈ општата состојба на болниот</i>, 
Allgemeinbildung ,(општо образование),
Allgemeingut ,(заедничко добро),
Allgemeinheit ,општество,
Allgemeinmedizin ,(општа медицина), 
Allgemeinmediziner ,(општ лекар), 
Allgemeinplatz ,1. (јавно место) <br/><br/> 2. (место за сите),
Allgemeinwissen ,(општо знаење),
Allgemeinzustand ,(општа состојба),
Allheilmittel ,средство против сите болести,
Allianz ,1. алијанса <br/><br/> 2. сојуз,
Alligator ,алигатор, 
Alliierte ,сојузник,
Allmacht ,семоќ,
Allmächtige ,Господ, 
Allparteienregierung ,1. сепартиска влада <br/><br/> 2. влада на национално единство,
Alltag ,секојдневие,
Alltagsgebrauch ,(секојдневна употреба),
Alltagssprache ,1. (секојдневен јазик) <br/><br/> 2. (разгoворен јазик),
Alltäglichkeit ,секојдневност,
Allwissenheit ,сезнаење,
Allzwecktuch ,(крпа за сите потреби),
Allüren ,1. афектираност <br/><br/> 2. преправање <br/><br/> 3. чалам,
Alm ,1. падина <br/><br/> 2. суват,
Alma Mater ,универзитет, 
Almanach ,1. алманах <br/><br/> 2. календар,
Almosen ,милостина,
Aloe ,"алјоа, вид растение", 
Alpaka ,1. алпака <br/><br/> 2. волна од лама,
Alpe ,алпска планина,
Alpenjäger ,1. алпинисти <br/><br/> 2. алпинистички трупи, 
Alpenveilchen ,(алпска темјанушка),
Alpha ,алфа,
Alphabet ,алфабет,
Alphorn ,алпски рог,
Alpini ,1. алпинци <br/><br/> 2. алпински трупи,
Alpinismus ,1. алпинизам <br/><br/> 2. планинарство,
Alpinist ,1. алпинист <br/><br/> 2. планинар,
Alpinistik ,1. алпинистика <br/><br/> 2. планинарство,
Alpinistin ,1. алпинистка <br/><br/> 2. планинарка,
Alpinum ,бавча со алпски растенија,
Alptraum ,1. (ноќна мора) <br/><br/> 2. кошмар,
Alraune ,1. чудотворен корен што личи на човек <br/><br/> 2. волшебна творба, 
Alt ,алт, 
Altan ,балкон потпрен на земја, 
Altar ,олтар, 
Altarbild ,1. слика на олтарот <br/><br/> 2. икона, 
Altarsakarament ,олтарски сакрамент, 
Altbau ,стара градба, 
Altbauwohnung ,стан во стара градба, 
Altbier ,старо пиво, 
Altbundeskanzler ,бивш сојузен канцелар,
Altbundespräsident ,бивш сојузен претседател,
Alteisen ,старо железо,
Altenheim ,(старечки дом),
Altenhilfe ,помош за стари луѓе,
Altenpfleger ,неговател на стари лица,
Altenpflegerin ,негователка на стари лица,
Altenteil ,1. пензија <br/><br/> 2. повлекување од активен живот,
Alter ,1. старост <br/><br/> 2. возраст,
Altern ,стареење,
Alternativbewegung ,(движење на алтернативци),
Alternative ,алтернатива,
Altersbeschwerden ,старечки болки,
Altersgenosse ,1. врсник <br/><br/> 2. едноврсник,
Altersgrenze ,старосна граница,
Altersgruppe ,старосна група,
Altersheim ,(старечки дом),
Altersruhegeld ,старосна пензија,
Altersteilzeit ,предвремена пензија со скратено работно време,
Altersversorgung ,старосно обезбедување,
Altertum ,античко време, 
Altertumsforscher ,истражувач на антиката, 
Altertumsforschung ,истражување на антиката, 
Altertumskunde ,1. наука за антиката <br/><br/> 2. античка историја, 
Altertümelei ,претерана имитација на античките времиња, 
Altertümer ,артефакти од антички времиња, 
Altertümlichkeit ,антички изглед, 
Alterung ,стареење,
Altglas ,1. старо стакло <br/><br/> 2. отпадно стакло, 
Altglascontainer ,1. контејнер за старо стакло <br/><br/> 2. контејнер за отпадно стакло, 
Altistin ,жена со алт глас, 
Altkanzler ,бивш канцелар,
Altlast ,стара депонија за токсични отпадоци, 
Altmeister ,стар мајстор,
Altmetall ,1. стар метал <br/><br/> 2. метален отпад, 
Altpapier ,стара хартија, 
Altphilologie ,филологија на старите јазици, 
Altruismus ,1. алтруизам <br/><br/> 2. несебичност,
Altruist ,алтруист,
Altstadt ,(стар дел на градот), 
Altstadtsanierung ,(санација на стариот дел на градот), 
Altwasser ,отсечено речно корито, 
Altweibersommer ,1. (циганско лето) <br/><br/> 2. (бабино лето),
Alufolie ,алуминиумска фолија,
Aluminium ,алуминиум, 
Aluminiumfolie ,алуминиумска фолија,
Alzheimer ,Алцхајмерова болест, 
Alzheimer-Krankheit ,Алцхајмерова болест, 
Amalgam ,амалгам, 
Amarelle ,амарела, 
Amarylis ,"амарил, вид цвеќе", 
Amateur ,1. аматер <br/><br/> 2. лаик,
Amateursport ,аматерски спорт, 
Amateursportler ,спортист аматер, 
Amati ,Амати виолина, 
Amazone ,амазонка, 
Ambiente ,1. амбиент <br/><br/> 2. околина,
Ambition ,амбиција,
Amboss ,наковална,
Ambrosia ,"амброзија, јадење на боговите", 
Ambulanz ,1. амбуланта <br/><br/> 2. прва помош, 
Ambulatorium ,амбуланта, 
Ameise ,мравка, 
Ameisenbär ,мравојад, 
Ameisenhaufen ,мравјалник, 
Ameisenstaat ,1. рој мравки <br/><br/> 2. мравја држава, 
Ameisensäure ,(мравја киселина), 
Amen ,амин,
Amerikaner ,Американец, 
Amerikanerin ,Американка, 
Amerikanisch ,американски јазик, 
Amerikanische ,американски јазик, 
Amerikanisierung ,американизирање,
Amerikanismus ,американизам,
Amerikanistik ,американистика,
Amethyst ,аметист, 
Amme ,дадилка,
Ammenmärchen ,(приказна за мали деца),
Ammer ,(птица слична на кос), 
Ammoniak ,амонијак, 
Ammonshorn ,амонит, 
Amnestie ,амнестија,
Amok ,поулавеност <br/> &emsp; <i>Amok laufen ≈ Изврши масакр во разјарена состојба.</i>,
Amoklauf ,1. дивеење <br/><br/> 2. беснило,
Amokläufer ,разјарен човек,
Amoralität ,аморалност,
Amorette ,1. аморета <br/><br/> 2. фигура на голо дете со крилја,
Amortisation ,амортизација, 
Ampel ,семафор,
Amt ,1. служба <br/> &emsp; <i>von Amts wegen ≈ по службена основа</i> <br/><br/> 2. уред <br/><br/> 3. функција, 
Amtfrau ,службеничка,
Amtmann ,службеник,
Amtsantritt ,(преземање должност) <br/> &emsp; <i>Anlässlich Ihres Amtsantrittes ≈ по повод на Вашето преземање на должноста</i>,
Amtsblatt ,1. службен весник <br/><br/> 2. газета,
Amtsdeutsch ,(службен германски јазик), 
Amtsenthebung ,1. (отпуштање од должност) <br/><br/> 2. импичмент <br/> &emsp; <i>Amtsenthebung gegen den Präsidenten ≈ импичмент постапка против претседателот</i>, 
Amtsgeheimnis ,службена тајна, 
Amtsgericht ,(основен суд), 
Amtsmißbrauch ,(злоупотреба на службена должност), 
Amtsschimmel ,бирократија,
Amtssprache ,службен јазик, 
Amtsweg ,1. (службен канал) <br/><br/> 2. (службен пат), 
Amulett ,амајлија,
Amüsement ,забава,
Anachronismus ,анахронизам,
Anagramm ,анаграм,
Anakonda ,анаконда, 
Analogie ,аналогија,
Analogiebildung ,правење аналогија,
Analogrechner ,аналоген сметач, 
Analphabet ,неписмен човек,
Analyse ,анализа,
Ananas ,ананас, 
Anaphalbetentum ,неписменост,
Anarchie ,анархија,
Anarchismus ,анархизам,
Anarchoszene ,анархистички групации,
Anatom ,анатом, 
Anatomie ,анатомија, 
Anbau ,1. доградба <br/><br/> 2. насад,
Anbaufläche ,(површина за доградување), 
Anbaumöbel ,(мебел за вградување), 
Anbauschrank ,плакар,
Anbeginn ,почеток,
Anbeter ,поклоник <br/> &emsp; <i>Sonnenanbeter ≈ поклоник на сонцето</i>,
Anbieter ,понудувач, 
Anblick ,1. поглед <br/><br/> 2. пејзаж,
Anbruch ,почеток,
Anchovis ,1. анховис <br/><br/> 2. солени сардели, 
Andacht ,молитва, 
Andante ,анданте, 
Andenken ,1. спомен <br/><br/> 2. сувенир,
Anderssein ,(да се биде некој друг),
Andeutung ,алузија,
Andrang ,1. бутканица <br/><br/> 2. турканица,
Androhung ,заканување <br/> &emsp; <i>unter Strafandrohung ≈ под закана на казна</i>,
Aneignung ,присвојување,
Anekdote ,анегдота,
Anemone ,анемона, 
Anerbieten ,понуда,
Anerkennung ,1. признание <br/> &emsp; <i>rechtliche Anerkennung ≈ правно признавање</i> <br/><br/> 2. признавање,
Anerkennungsschreiben ,пофалница,
Anfahrt ,1. пристигнување <br/><br/> 2. пат <br/> &emsp; <i>lange Anfahrt ≈ долг пат</i> <br/><br/> 3. растојание,
Anfahrtskosten ,(патни трошоци), 
Anfahrtsweg ,(пат кон целта),
Anfall ,напад,
Anfang ,почеток,
Anfangsbuchstabe ,1. почетно слово <br/><br/> 2. почетна буква,
Anfangsgehalt ,почетна плата,
Anfangsstadium ,1. почетен стадиум <br/><br/> 2. почетна фаза,
Anfechtung ,1. оспорување <br/><br/> 2. приговор,
Anfeindung ,непријателство,
Anfertigung ,примерок,
Anflug ,1. слетување <br/><br/> 2. налет <br/> &emsp; <i>einen Anflug von Ironie ≈ еден налет на иронија</i>,
Anforderung ,1. побарување <br/><br/> 2. барање <br/><br/> 3. услов,
Anforderungsprofil ,(профил на побарување),
Anfrage ,1. прашање <br/> &emsp; <i>Anfrage stellen. ≈ Постави прашање.</i> <br/><br/> 2. информација <br/> &emsp; <i>Anfrage stellen. ≈ Побара информација.</i>,
